open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignored
2023-03-13 06:00:00,22397.11000000,22506.00000000,22245.00000000,22381.90000000,16172.56821000,2023-03-13 06:59:59.999,361368827.12894130,421890,8250.51470000,184368498.28144450,0
2023-03-13 07:00:00,22381.11000000,22495.00000000,22319.06000000,22458.72000000,19762.91694000,2023-03-13 07:59:59.999,442841339.24914700,471892,10140.21736000,227229229.50563180,0
2023-03-13 08:00:00,22458.87000000,22539.64000000,22170.75000000,22191.10000000,27297.23510000,2023-03-13 08:59:59.999,610212719.79962040,600148,13663.64462000,305466747.91425500,0
2023-03-13 09:00:00,22191.11000000,22262.35000000,21813.88000000,21963.37000000,35114.65542000,2023-03-13 09:59:59.999,774431379.44222420,713282,17256.08058000,380610713.52981310,0
2023-03-13 10:00:00,21961.74000000,22177.00000000,21816.67000000,22124.51000000,27471.76369000,2023-03-13 10:59:59.999,604267901.03564740,538411,14003.84070000,308059415.74784220,0
2023-03-13 11:00:00,22125.45000000,22220.00000000,22017.00000000,22106.64000000,22324.39622000,2023-03-13 11:59:59.999,493204187.84723500,472540,11113.23259000,245529394.99380120,0
2023-03-13 12:00:00,22106.63000000,22156.17000000,21959.00000000,22130.32000000,27567.30305000,2023-03-13 12:59:59.999,608300249.06933260,564196,13680.35827000,301896198.49042850,0
2023-03-13 13:00:00,22130.32000000,22590.00000000,22127.87000000,22479.64000000,51898.78387000,2023-03-13 13:59:59.999,1163009918.41361970,1035460,26681.79057000,597996771.34323250,0
2023-03-13 14:00:00,22479.64000000,23560.16000000,22400.00000000,23484.63000000,67545.04056000,2023-03-13 14:59:59.999,1566694197.45967280,1266243,34638.62892000,803306030.56072980,0
2023-03-13 15:00:00,23484.64000000,24500.00000000,23461.55000000,23981.72000000,69508.65206000,2023-03-13 15:59:59.999,1673644463.16934340,1344900,35518.57533000,855170247.70473090,0
2023-03-13 16:00:00,23981.72000000,24203.92000000,23755.00000000,23955.16000000,41803.54493000,2023-03-13 16:59:59.999,1003317644.88244560,817231,20806.06238000,499365447.96105730,0
2023-03-13 17:00:00,23954.14000000,24174.95000000,23821.42000000,24109.10000000,27711.01104000,2023-03-13 17:59:59.999,665049141.08568860,597168,14260.42994000,342280773.56698720,0
2023-03-13 18:00:00,24109.70000000,24304.56000000,23978.74000000,24256.15000000,26783.56138000,2023-03-13 18:59:59.999,646943662.17977230,600106,13613.65844000,328847354.97003930,0
2023-03-13 19:00:00,24257.37000000,24393.83000000,24105.00000000,24279.91000000,26149.44757000,2023-03-13 19:59:59.999,634032804.92170280,580073,13010.48750000,315465981.16603260,0
2023-03-13 20:00:00,24277.25000000,24311.99000000,24054.00000000,24134.11000000,17599.04514000,2023-03-13 20:59:59.999,425457693.60206900,434146,8564.43335000,207051099.30677000,0
2023-03-13 21:00:00,24135.78000000,24215.00000000,24040.28000000,24085.04000000,10689.40908000,2023-03-13 21:59:59.999,257969179.17604810,354976,5319.96668000,128399847.81160020,0
2023-03-13 22:00:00,24083.58000000,24232.29000000,24082.09000000,24201.15000000,13002.40372000,2023-03-13 22:59:59.999,314302810.86521390,350249,6668.67175000,161207673.18825280,0
2023-03-13 23:00:00,24202.45000000,24214.18000000,23938.00000000,24113.48000000,15805.14454000,2023-03-13 23:59:59.999,380192512.62762050,402145,7777.70747000,187107582.93493940,0
2023-03-14 00:00:00,24112.27000000,24249.80000000,23986.02000000,24166.31000000,20419.04669000,2023-03-14 00:59:59.999,492554161.48870370,529692,10485.75541000,252954847.98501990,0
2023-03-14 01:00:00,24165.37000000,24441.48000000,24112.01000000,24402.53000000,22294.32279000,2023-03-14 01:59:59.999,540647892.10413460,517540,11551.60965000,280140792.83454890,0
2023-03-14 02:00:00,24403.42000000,24496.41000000,24251.01000000,24274.69000000,16540.96670000,2023-03-14 02:59:59.999,402666158.07454750,439625,8169.41821000,198890308.49461430,0
2023-03-14 03:00:00,24275.95000000,24409.90000000,24220.70000000,24374.20000000,10986.81140000,2023-03-14 03:59:59.999,267236226.01693870,341587,5507.58110000,133971718.59341550,0
2023-03-14 04:00:00,24375.68000000,24432.10000000,24322.46000000,24414.06000000,10786.16648000,2023-03-14 04:59:59.999,262810326.48912340,337352,5350.21262000,130369329.18010340,0
2023-03-14 05:00:00,24414.90000000,24820.00000000,24188.40000000,24317.80000000,32242.51073000,2023-03-14 05:59:59.999,787935403.43539320,799296,16505.01550000,403429564.01112270,0
2023-03-14 06:00:00,24317.80000000,24437.31000000,24284.42000000,24325.38000000,16159.04127000,2023-03-14 06:59:59.999,393620545.32199290,422293,8080.85626000,196851704.22275470,0
2023-03-14 07:00:00,24325.38000000,24403.60000000,24139.06000000,24247.64000000,19781.12665000,2023-03-14 07:59:59.999,480316426.46346770,465017,10347.71599000,251275921.41462150,0
2023-03-14 08:00:00,24246.75000000,24290.74000000,24118.28000000,24219.61000000,18136.31948000,2023-03-14 08:59:59.999,439313656.58035450,455397,9340.34268000,226257143.79614690,0
2023-03-14 09:00:00,24219.61000000,24287.27000000,24150.00000000,24280.22000000,14969.83911000,2023-03-14 09:59:59.999,362573707.81880820,393286,7666.76277000,185704582.01484140,0
2023-03-14 10:00:00,24280.74000000,24621.16000000,24247.82000000,24569.36000000,21323.27524000,2023-03-14 10:59:59.999,520153603.48806970,488317,10891.84270000,265708887.55286570,0
2023-03-14 11:00:00,24568.41000000,24820.00000000,24443.10000000,24743.04000000,36496.52800000,2023-03-14 11:59:59.999,900278839.76406820,737852,18379.30482000,453392741.04222790,0
2023-03-14 12:00:00,24743.05000000,26025.00000000,24458.04000000,25832.57000000,80041.75204000,2023-03-14 12:59:59.999,2019040517.84251850,1442097,41799.70516000,1054693157.40338430,0
2023-03-14 13:00:00,25832.57000000,26386.87000000,25588.00000000,25759.64000000,66006.47052000,2023-03-14 13:59:59.999,1715675253.46276740,1266269,33045.87870000,859095707.82858190,0
2023-03-14 14:00:00,25762.88000000,26140.00000000,25633.88000000,25815.75000000,36964.27261000,2023-03-14 14:59:59.999,955961919.37066890,792708,18554.18382000,479908370.88643060,0
2023-03-14 15:00:00,25819.65000000,25959.27000000,25770.00000000,25894.67000000,27335.51996000,2023-03-14 15:59:59.999,707050921.05182410,626011,13678.52969000,353839739.96984940,0
2023-03-14 16:00:00,25894.67000000,26001.81000000,25715.63000000,25867.21000000,27079.12535000,2023-03-14 16:59:59.999,700420528.56959480,593903,13298.95718000,344034142.54510060,0
2023-03-14 17:00:00,25868.50000000,25889.00000000,25601.40000000,25628.25000000,24045.29646000,2023-03-14 17:59:59.999,618719760.43284750,542854,11711.67694000,301369521.31930250,0
2023-03-14 18:00:00,25629.32000000,25650.37000000,24850.82000000,24990.18000000,40801.47491000,2023-03-14 18:59:59.999,1032974476.65693430,810189,19517.90706000,494250276.38761760,0
2023-03-14 19:00:00,24987.84000000,25160.00000000,24212.49000000,25054.15000000,52866.07352000,2023-03-14 19:59:59.999,1304590492.86629880,984733,25988.03782000,641487482.30165140,0
2023-03-14 20:00:00,25048.39000000,25167.90000000,24487.90000000,24570.06000000,31439.06258000,2023-03-14 20:59:59.999,781009195.31087870,668075,15549.75072000,386324913.74205870,0
2023-03-14 21:00:00,24570.06000000,24628.88000000,23976.42000000,24535.95000000,34487.86286000,2023-03-14 21:59:59.999,839601561.25826530,753162,16938.62678000,412462092.48364000,0
2023-03-14 22:00:00,24536.99000000,24790.00000000,24388.00000000,24698.39000000,20513.43984000,2023-03-14 22:59:59.999,504525368.92969740,451659,10404.23931000,255909134.58449650,0
2023-03-14 23:00:00,24698.39000000,24777.87000000,24603.43000000,24670.41000000,17644.62904000,2023-03-14 23:59:59.999,435630155.08617530,364675,8975.20905000,221594167.08174150,0
2023-03-15 00:00:00,24670.41000000,24742.29000000,24284.60000000,24720.06000000,25683.67851000,2023-03-15 00:59:59.999,630477501.78426050,601237,12800.86085000,314255256.52143570,0
2023-03-15 01:00:00,24722.48000000,25074.24000000,24650.40000000,24906.01000000,24210.48624000,2023-03-15 01:59:59.999,602643107.48185840,592899,12228.51711000,304399353.71962980,0
2023-03-15 02:00:00,24906.00000000,24971.22000000,24797.04000000,24827.89000000,11510.58201000,2023-03-15 02:59:59.999,286183231.00713130,344279,5669.68168000,140967220.85230460,0
2023-03-15 03:00:00,24826.90000000,24855.00000000,24642.63000000,24717.65000000,13187.88115000,2023-03-15 03:59:59.999,326433675.40737040,334747,6615.63560000,163754870.61260420,0
2023-03-15 04:00:00,24716.87000000,24816.66000000,24666.57000000,24799.90000000,11256.24051000,2023-03-15 04:59:59.999,278609488.49589280,320248,5637.84283000,139546276.90854030,0
2023-03-15 05:00:00,24799.90000000,24873.80000000,24672.83000000,24699.71000000,11873.81558000,2023-03-15 05:59:59.999,294285832.85530940,326515,5827.28388000,144426923.05751180,0
2023-03-15 06:00:00,24700.61000000,24847.49000000,24599.00000000,24781.98000000,14154.95217000,2023-03-15 06:59:59.999,350075471.37625100,418468,7125.96059000,176244424.92715270,0
2023-03-15 07:00:00,24780.59000000,24918.59000000,24711.50000000,24871.28000000,12666.06354000,2023-03-15 07:59:59.999,314038650.67320230,342219,6508.18051000,161374718.65932520,0
2023-03-15 08:00:00,24872.54000000,24922.22000000,24750.41000000,24754.70000000,15040.58315000,2023-03-15 08:59:59.999,373306579.56695810,364447,7398.05203000,183627273.64460010,0
2023-03-15 09:00:00,24754.70000000,24785.00000000,24462.19000000,24516.74000000,20136.66754000,2023-03-15 09:59:59.999,496316118.38625790,437279,9682.76403000,238679058.99199610,0
2023-03-15 10:00:00,24514.84000000,24648.10000000,24385.83000000,24538.14000000,22052.65897000,2023-03-15 10:59:59.999,541117082.85847880,495312,11021.41398000,270460080.69933610,0
2023-03-15 11:00:00,24539.68000000,24817.53000000,24255.00000000,24754.50000000,35430.60441000,2023-03-15 11:59:59.999,867542559.61936810,681808,18083.92299000,442839418.72026950,0
2023-03-15 12:00:00,24753.27000000,25196.97000000,24405.38000000,24808.12000000,52417.59823000,2023-03-15 12:59:59.999,1297722630.03609910,924265,26492.94696000,655989386.66943000,0
2023-03-15 13:00:00,24808.12000000,25128.00000000,24708.89000000,24777.01000000,44198.31413000,2023-03-15 13:59:59.999,1101131563.62466980,835637,22248.16884000,554296624.22047460,0
2023-03-15 14:00:00,24777.01000000,24952.35000000,24429.64000000,24706.61000000,41650.01841000,2023-03-15 14:59:59.999,1029145283.74398940,752875,20727.64547000,512205896.30615160,0
2023-03-15 15:00:00,24706.61000000,24819.92000000,24371.60000000,24471.01000000,34688.95688000,2023-03-15 15:59:59.999,853193068.62400410,735779,17151.56171000,421889407.40037470,0
2023-03-15 16:00:00,24471.01000000,24523.00000000,24060.35000000,24104.69000000,44285.20751000,2023-03-15 16:59:59.999,1074667689.18469990,863240,22359.36924000,542599665.98700110,0
2023-03-15 17:00:00,24102.12000000,24360.00000000,23896.95000000,24281.86000000,36408.13136000,2023-03-15 17:59:59.999,880750191.80058450,676426,18050.24399000,436769686.34705500,0
2023-03-15 18:00:00,24280.33000000,24512.38000000,24139.73000000,24409.25000000,31127.20079000,2023-03-15 18:59:59.999,757320142.67143040,597852,15734.75351000,382842045.43265420,0
2023-03-15 19:00:00,24410.66000000,24479.90000000,24155.04000000,24366.71000000,25953.83987000,2023-03-15 19:59:59.999,631299411.41690770,528000,12946.95284000,314937525.60870380,0
2023-03-15 20:00:00,24369.97000000,24430.00000000,24229.68000000,24318.56000000,13873.43147000,2023-03-15 20:59:59.999,337455899.80841470,370067,6986.45978000,169935886.64112550,0
2023-03-15 21:00:00,24317.04000000,24450.00000000,24286.06000000,24422.31000000,8936.27785000,2023-03-15 21:59:59.999,217822893.20621210,324079,4398.80309000,107223764.64553560,0
2023-03-15 22:00:00,24422.31000000,24633.02000000,24273.75000000,24361.12000000,17253.77967000,2023-03-15 22:59:59.999,422034554.49935150,409376,8573.35507000,209720089.22687770,0
2023-03-15 23:00:00,24362.78000000,24443.05000000,24223.00000000,24285.66000000,13453.75989000,2023-03-15 23:59:59.999,327433115.76914920,335980,6922.49038000,168487301.16224380,0
2023-03-16 00:00:00,24285.66000000,24384.12000000,24144.87000000,24202.64000000,16691.21973000,2023-03-16 00:59:59.999,404985776.61270790,451328,8208.76944000,199192305.34183520,0
2023-03-16 01:00:00,24201.11000000,24344.36000000,24123.00000000,24322.50000000,15289.25029000,2023-03-16 01:59:59.999,370762882.46652800,437518,7846.52728000,190286911.93234290,0
2023-03-16 02:00:00,24322.50000000,24439.80000000,24301.59000000,24362.64000000,10828.42349000,2023-03-16 02:59:59.999,264018456.93029710,318292,5548.98601000,135300152.68176570,0
2023-03-16 03:00:00,24363.88000000,24382.95000000,24231.10000000,24265.43000000,9612.36415000,2023-03-16 03:59:59.999,233483597.18454910,295583,4776.28280000,116016001.24165800,0
2023-03-16 04:00:00,24265.44000000,24313.72000000,24182.00000000,24262.65000000,10095.91464000,2023-03-16 04:59:59.999,244847590.67992070,290691,4879.83097000,118355955.71726760,0
2023-03-16 05:00:00,24263.36000000,24461.04000000,24228.00000000,24342.80000000,13199.71614000,2023-03-16 05:59:59.999,321426307.05535460,334641,6712.22021000,163455955.42470320,0
2023-03-16 06:00:00,24342.80000000,24599.96000000,24336.35000000,24568.74000000,17264.11420000,2023-03-16 06:59:59.999,422469648.90940350,433566,8682.54615000,212470924.91817010,0
2023-03-16 07:00:00,24568.76000000,24685.00000000,24527.51000000,24614.27000000,17665.10824000,2023-03-16 07:59:59.999,434431837.17066320,439988,9118.33055000,224255052.70977920,0
2023-03-16 08:00:00,24615.79000000,24660.49000000,24555.00000000,24581.10000000,14535.04948000,2023-03-16 08:59:59.999,357666387.20841210,362541,6857.35392000,168744852.74862500,0
2023-03-16 09:00:00,24581.10000000,24848.88000000,24374.35000000,24658.21000000,26494.04297000,2023-03-16 09:59:59.999,651051807.07304200,542484,13222.34251000,324964403.12652060,0
2023-03-16 10:00:00,24658.21000000,25066.32000000,24567.43000000,24930.23000000,32453.26186000,2023-03-16 10:59:59.999,806197771.59182560,601262,16827.11733000,418077563.52953290,0
2023-03-16 11:00:00,24930.23000000,24935.20000000,24724.57000000,24824.62000000,20850.03396000,2023-03-16 11:59:59.999,518098911.69631820,420142,10236.80008000,254380917.99828850,0
2023-03-16 12:00:00,24826.33000000,24913.35000000,24646.00000000,24720.18000000,25065.66573000,2023-03-16 12:59:59.999,620724005.26833070,545268,12446.73854000,308242445.52855770,0
2023-03-16 13:00:00,24720.18000000,24850.00000000,24515.23000000,24832.09000000,29466.67506000,2023-03-16 13:59:59.999,727772174.61701260,628708,14880.27323000,367550829.32420430,0
2023-03-16 14:00:00,24832.09000000,25032.74000000,24678.57000000,24846.64000000,28477.78412000,2023-03-16 14:59:59.999,707253057.82130360,627719,14562.74504000,361717468.63534130,0
2023-03-16 15:00:00,24846.64000000,24939.45000000,24752.03000000,24888.44000000,22154.64835000,2023-03-16 15:59:59.999,550323487.85818470,541007,11138.76078000,276714249.13228000,0
2023-03-16 16:00:00,24889.94000000,24918.95000000,24690.00000000,24780.79000000,21712.07102000,2023-03-16 16:59:59.999,538229878.15114160,490076,10382.15244000,257388238.91155620,0
2023-03-16 17:00:00,24779.02000000,24810.00000000,24620.00000000,24684.98000000,16037.41229000,2023-03-16 17:59:59.999,396405873.58714610,373794,7542.56550000,186439808.73184050,0
2023-03-16 18:00:00,24684.94000000,24831.00000000,24620.00000000,24790.77000000,12452.78164000,2023-03-16 18:59:59.999,307547848.15437050,334752,6280.55572000,155124955.73641880,0
2023-03-16 19:00:00,24788.96000000,25167.40000000,24786.27000000,24953.21000000,25768.55152000,2023-03-16 19:59:59.999,642898786.32210370,566436,13547.07976000,338015333.21792090,0
2023-03-16 20:00:00,24953.21000000,24959.04000000,24623.52000000,24696.87000000,16842.38364000,2023-03-16 20:59:59.999,418410772.06154540,409588,7978.65622000,198244512.77081910,0
2023-03-16 21:00:00,24698.41000000,25090.00000000,24655.62000000,24914.01000000,13617.54104000,2023-03-16 21:59:59.999,338201729.44194670,403321,7158.81522000,177818143.75789220,0
2023-03-16 22:00:00,24915.22000000,24999.42000000,24832.01000000,24981.59000000,11173.06741000,2023-03-16 22:59:59.999,278423489.56525300,286592,5633.92472000,140398909.61257480,0
2023-03-16 23:00:00,24982.64000000,25075.00000000,24920.50000000,24998.78000000,11674.24901000,2023-03-16 23:59:59.999,291698074.51364520,282784,5933.92847000,148276366.53095140,0
2023-03-17 00:00:00,24998.78000000,25002.61000000,24890.00000000,24918.14000000,10867.65841000,2023-03-17 00:59:59.999,271087366.94778500,299112,5347.23361000,133391619.52751760,0
2023-03-17 01:00:00,24919.03000000,25730.00000000,24910.00000000,25666.59000000,32711.19977000,2023-03-17 01:59:59.999,828941321.90235780,701499,17061.69984000,432345823.03564350,0
2023-03-17 02:00:00,25663.78000000,25896.00000000,25491.39000000,25580.16000000,34296.37961000,2023-03-17 02:59:59.999,882385510.27068360,711717,17133.23222000,440847384.59663070,0
2023-03-17 03:00:00,25578.86000000,25788.50000000,25561.66000000,25781.66000000,14752.59187000,2023-03-17 03:59:59.999,379088470.33279350,387332,7513.26500000,193068303.14502520,0
2023-03-17 04:00:00,25781.66000000,25879.91000000,25700.00000000,25722.04000000,13993.55989000,2023-03-17 04:59:59.999,360580123.88169440,389300,6904.70458000,177929745.41850400,0
2023-03-17 05:00:00,25721.25000000,25769.00000000,25656.00000000,25765.88000000,13056.38477000,2023-03-17 05:59:59.999,335725825.89186420,351370,6576.16945000,169107744.72554420,0
2023-03-17 06:00:00,25765.88000000,26196.40000000,25756.39000000,26142.14000000,32205.53855000,2023-03-17 06:59:59.999,836880787.70664030,703060,17127.59053000,445158587.40253200,0
2023-03-17 07:00:00,26140.84000000,26169.39000000,25881.73000000,26058.45000000,23742.82701000,2023-03-17 07:59:59.999,617444462.33260390,548166,11595.57875000,301554634.56311790,0
2023-03-17 08:00:00,26060.07000000,26212.00000000,25918.02000000,25996.41000000,23128.10874000,2023-03-17 08:59:59.999,602586442.52451660,490773,11659.11722000,303795807.40416860,0
2023-03-17 09:00:00,25995.56000000,26344.16000000,25993.28000000,26240.16000000,20356.55883000,2023-03-17 09:59:59.999,531965386.11896770,432212,11020.02192000,288014053.97921440,0
2023-03-17 10:00:00,26240.16000000,26788.81000000,26228.57000000,26706.71000000,45836.33175000,2023-03-17 10:59:59.999,1215966611.72263590,876950,23886.42538000,633690627.19946110,0
2023-03-17 11:00:00,26705.70000000,26970.00000000,26574.53000000,26918.73000000,33091.61922000,2023-03-17 11:59:59.999,885003882.73815390,661789,16981.95001000,454256190.86300620,0
2023-03-17 12:00:00,26920.11000000,26935.12000000,26351.35000000,26631.94000000,35592.92087000,2023-03-17 12:59:59.999,948383657.05331180,712916,17695.64921000,471492649.63213860,0
2023-03-17 13:00:00,26633.99000000,26756.58000000,26365.84000000,26453.89000000,28580.55611000,2023-03-17 13:59:59.999,758843199.26209440,566738,14088.36941000,374077196.41770290,0
2023-03-17 14:00:00,26453.88000000,26623.90000000,26118.19000000,26283.00000000,39466.47737000,2023-03-17 14:59:59.999,1041450995.49987410,682052,19269.86871000,508631341.09180350,0
2023-03-17 15:00:00,26283.00000000,26516.46000000,26235.53000000,26421.34000000,25590.36137000,2023-03-17 15:59:59.999,674808100.32825950,495627,12942.78150000,341315413.31936940,0
2023-03-17 16:00:00,26419.28000000,26573.43000000,26355.41000000,26393.98000000,21224.26679000,2023-03-17 16:59:59.999,561286047.49712250,433014,10517.83324000,278164792.46726760,0
2023-03-17 17:00:00,26393.98000000,26650.00000000,26380.04000000,26487.79000000,22786.22097000,2023-03-17 17:59:59.999,604244678.02906190,455755,12033.14781000,319097519.84181000,0
2023-03-17 18:00:00,26487.39000000,26619.26000000,26264.00000000,26617.57000000,21671.34729000,2023-03-17 18:59:59.999,572902109.99972620,442287,10838.74272000,286563096.19532680,0
2023-03-17 19:00:00,26614.66000000,26860.66000000,26563.67000000,26834.87000000,28180.50668000,2023-03-17 19:59:59.999,753908226.11447740,556445,14331.06589000,383405446.94631270,0
2023-03-17 20:00:00,26834.87000000,26880.00000000,26588.38000000,26769.59000000,17003.09962000,2023-03-17 20:59:59.999,454812230.28234710,415074,8500.95275000,227404743.40858370,0
2023-03-17 21:00:00,26769.59000000,27239.49000000,26729.72000000,27094.27000000,21058.36896000,2023-03-17 21:59:59.999,567373992.22843660,485881,11517.79199000,310378923.06109200,0
2023-03-17 22:00:00,27094.27000000,27756.84000000,26971.01000000,27513.31000000,39219.68878000,2023-03-17 22:59:59.999,1075965302.76573020,785218,20310.57027000,557256083.15654900,0
2023-03-17 23:00:00,27513.31000000,27699.26000000,27251.60000000,27395.13000000,26048.10768000,2023-03-17 23:59:59.999,715046339.81224130,529072,13168.85155000,361530104.60400040,0
2023-03-18 00:00:00,27395.13000000,27652.61000000,27060.00000000,27627.51000000,28691.34464000,2023-03-18 00:59:59.999,784941500.69747150,623474,14375.58642000,393334898.78777450,0
2023-03-18 01:00:00,27623.50000000,27724.85000000,27226.29000000,27329.78000000,24473.54725000,2023-03-18 01:59:59.999,671822291.25274520,555569,12135.10599000,333143246.76278220,0
2023-03-18 02:00:00,27329.19000000,27483.00000000,27215.00000000,27290.98000000,16573.42439000,2023-03-18 02:59:59.999,453459083.39653610,438889,8071.21901000,220843009.38310100,0
2023-03-18 03:00:00,27289.76000000,27357.33000000,27167.56000000,27307.54000000,11803.04539000,2023-03-18 03:59:59.999,321970238.72602480,345979,5901.08614000,160982490.06519680,0
2023-03-18 04:00:00,27306.57000000,27403.79000000,27212.56000000,27331.24000000,10109.01573000,2023-03-18 04:59:59.999,276225165.47943810,302845,4986.06259000,136239544.91103500,0
2023-03-18 05:00:00,27331.24000000,27612.31000000,27294.99000000,27578.05000000,13203.46795000,2023-03-18 05:59:59.999,362580602.48752110,357623,6830.15695000,187593311.78465290,0
2023-03-18 06:00:00,27578.04000000,27609.78000000,27443.04000000,27505.28000000,10260.27665000,2023-03-18 06:59:59.999,282239210.68213430,317864,5210.92032000,143345003.36942040,0
2023-03-18 07:00:00,27504.10000000,27513.47000000,27277.00000000,27359.89000000,9617.34798000,2023-03-18 07:59:59.999,263639521.49399690,325971,4751.18200000,130251649.81819120,0
2023-03-18 08:00:00,27360.43000000,27365.79000000,27055.83000000,27217.57000000,15968.44128000,2023-03-18 08:59:59.999,434852519.72115710,464290,7825.53679000,213112692.11707070,0
2023-03-18 09:00:00,27216.53000000,27438.90000000,27130.43000000,27398.26000000,12914.33134000,2023-03-18 09:59:59.999,352607889.31462390,387718,6661.33850000,181889114.47672880,0
2023-03-18 10:00:00,27398.26000000,27500.00000000,27359.22000000,27465.19000000,9470.30851000,2023-03-18 10:59:59.999,259636591.75137440,327261,4920.04929000,134894247.53831710,0
2023-03-18 11:00:00,27464.65000000,27482.04000000,27307.20000000,27443.09000000,9874.42116000,2023-03-18 11:59:59.999,270567843.98476260,333055,4835.48892000,132509676.99171110,0
2023-03-18 12:00:00,27443.09000000,27637.20000000,27281.93000000,27503.25000000,15683.83973000,2023-03-18 12:59:59.999,430765665.65811400,453779,8170.55966000,224453244.62595340,0
2023-03-18 13:00:00,27503.25000000,27536.73000000,27351.06000000,27414.93000000,12719.89797000,2023-03-18 13:59:59.999,349042392.77828820,400189,6168.68034000,169281512.00106230,0
2023-03-18 14:00:00,27414.04000000,27615.00000000,27398.00000000,27525.56000000,12368.79694000,2023-03-18 14:59:59.999,340266850.06195560,386318,6458.01201000,177671438.21664690,0
2023-03-18 15:00:00,27526.17000000,27543.83000000,27057.00000000,27226.23000000,27531.29187000,2023-03-18 15:59:59.999,751084068.02032430,618700,13336.60621000,363839555.71464710,0
2023-03-18 16:00:00,27227.63000000,27463.00000000,26578.00000000,27343.98000000,37576.29096000,2023-03-18 16:59:59.999,1018886259.05586140,753474,18866.47418000,511643190.39481210,0
2023-03-18 17:00:00,27345.82000000,27489.94000000,26904.35000000,27307.07000000,26935.78830000,2023-03-18 17:59:59.999,733118703.26892290,567521,13560.70119000,369144928.22526400,0
2023-03-18 18:00:00,27309.57000000,27369.86000000,27213.30000000,27319.70000000,10637.23828000,2023-03-18 18:59:59.999,290355434.92228930,317681,5442.99269000,148578605.77793220,0
2023-03-18 19:00:00,27319.70000000,27431.58000000,27270.01000000,27329.83000000,9819.65711000,2023-03-18 19:59:59.999,268515968.43717170,305238,4954.53849000,135486641.27049550,0
2023-03-18 20:00:00,27329.14000000,27449.95000000,27235.00000000,27317.96000000,8984.82484000,2023-03-18 20:59:59.999,245630363.70750870,306010,4582.43853000,125283555.49078430,0
2023-03-18 21:00:00,27316.12000000,27346.47000000,27138.83000000,27189.87000000,6198.88553000,2023-03-18 21:59:59.999,169132846.81740920,253348,3032.01542000,82732955.96076270,0
2023-03-18 22:00:00,27192.19000000,27240.00000000,26862.15000000,26910.45000000,11973.99800000,2023-03-18 22:59:59.999,324093856.69027650,363110,5777.52418000,156404991.50413920,0
2023-03-18 23:00:00,26910.45000000,27066.00000000,26810.00000000,26907.49000000,17849.48994000,2023-03-18 23:59:59.999,480510201.23672100,442697,8833.43186000,237820619.40539700,0
2023-03-19 00:00:00,26907.49000000,27125.94000000,26901.02000000,27077.54000000,13336.76728000,2023-03-19 00:59:59.999,360458680.61747800,374179,6990.92076000,188950165.90025080,0
2023-03-19 01:00:00,27077.54000000,27188.09000000,27030.73000000,27104.91000000,8838.99341000,2023-03-19 01:59:59.999,239550929.08667600,304683,4542.94164000,123126518.36284260,0
2023-03-19 02:00:00,27104.91000000,27187.17000000,27054.78000000,27116.07000000,7206.24648000,2023-03-19 02:59:59.999,195412724.80756050,239418,3678.87329000,99763598.27512490,0
2023-03-19 03:00:00,27116.07000000,27255.19000000,27080.57000000,27198.71000000,6728.45942000,2023-03-19 03:59:59.999,182597335.38250780,230824,3461.66695000,93947586.41888650,0
2023-03-19 04:00:00,27198.71000000,27291.40000000,27117.58000000,27142.00000000,7589.78614000,2023-03-19 04:59:59.999,206298707.67588100,249227,3773.55822000,102573822.02549000,0
2023-03-19 05:00:00,27141.00000000,27194.28000000,27034.13000000,27060.08000000,6843.46220000,2023-03-19 05:59:59.999,185624982.57079440,244158,3279.27970000,88957260.01772670,0
2023-03-19 06:00:00,27061.14000000,27089.71000000,26893.77000000,26934.96000000,10868.74232000,2023-03-19 06:59:59.999,293342227.12040240,333168,5295.91286000,142939347.57764800,0
2023-03-19 07:00:00,26934.96000000,27012.21000000,26827.22000000,26974.81000000,11035.35735000,2023-03-19 07:59:59.999,297278036.30512890,336213,5511.18882000,148471374.53502500,0
2023-03-19 08:00:00,26973.76000000,27094.02000000,26872.00000000,26982.58000000,12223.56703000,2023-03-19 08:59:59.999,330167847.62909510,354571,6219.05218000,167998615.62266140,0
2023-03-19 09:00:00,26982.57000000,27048.00000000,26912.84000000,27043.27000000,7875.35788000,2023-03-19 09:59:59.999,212544170.10455020,269456,3997.91772000,107905205.67045560,0
2023-03-19 10:00:00,27043.24000000,27108.00000000,26977.77000000,27052.80000000,7761.66751000,2023-03-19 10:59:59.999,209905675.98522940,275398,3890.36044000,105217676.80713870,0
2023-03-19 11:00:00,27052.80000000,27200.00000000,26931.64000000,27160.98000000,14130.80346000,2023-03-19 11:59:59.999,382536842.84045440,382851,7096.85661000,192139223.60946340,0
2023-03-19 12:00:00,27162.33000000,27388.54000000,27135.67000000,27246.96000000,18498.04792000,2023-03-19 12:59:59.999,504047503.62507720,454275,9295.19583000,253301547.09570760,0
2023-03-19 13:00:00,27246.96000000,27286.65000000,27110.12000000,27178.27000000,11555.80436000,2023-03-19 13:59:59.999,314124439.98550340,348158,5642.07156000,153372256.72412710,0
